date,city_code,plans,plan_revenue_crores,City,Month,Gen,Description
01-08-2022,500001,p4,1.66,Lucknow,Aug,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-08-2022,411001,p4,1.47,Lucknow,Aug,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-08-2022,380001,p4,1.77,Ahmedabad,Aug,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-08-2022,302001,p4,0.86,Delhi,Aug,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-08-2022,226001,p4,0.85,Delhi,Aug,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-08-2022,800008,p4,0.73,Raipur,Aug,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-08-2022,641001,p4,0.81,Coimbatore,Aug,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-08-2022,160017,p4,0.44,Delhi,Aug,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-08-2022,122001,p4,0.28,Delhi,Aug,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-08-2022,492001,p4,0.21,Lucknow,Aug,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-09-2022,400001,p4,3.09,Lucknow,Sep,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-09-2022,110001,p4,2.84,Delhi,Sep,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-09-2022,700001,p4,2.25,Raipur,Sep,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-09-2022,560001,p4,2.37,Lucknow,Sep,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-09-2022,600001,p4,1.7,Lucknow,Sep,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-09-2022,500001,p4,1.31,Lucknow,Sep,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-09-2022,411001,p4,2.35,Lucknow,Sep,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-09-2022,380001,p4,1.3,Ahmedabad,Sep,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-09-2022,302001,p4,0.9,Delhi,Sep,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-09-2022,226001,p4,0.74,Delhi,Sep,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-09-2022,800008,p4,0.68,Raipur,Sep,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-09-2022,641001,p4,0.57,Coimbatore,Sep,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-09-2022,160017,p4,0.5,Delhi,Sep,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-09-2022,122001,p4,0.33,Delhi,Sep,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-09-2022,492001,p4,0.24,Lucknow,Sep,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-01-2022,400001,p5,3.13,Lucknow,Jan,Before 5G,Rs. 99 Full Talktime Combo Pack
01-01-2022,110001,p5,2.86,Delhi,Jan,Before 5G,Rs. 99 Full Talktime Combo Pack
01-01-2022,700001,p5,2.77,Raipur,Jan,Before 5G,Rs. 99 Full Talktime Combo Pack
01-01-2022,560001,p5,2.13,Lucknow,Jan,Before 5G,Rs. 99 Full Talktime Combo Pack
01-01-2022,600001,p5,1.85,Lucknow,Jan,Before 5G,Rs. 99 Full Talktime Combo Pack
01-01-2022,500001,p5,1.59,Lucknow,Jan,Before 5G,Rs. 99 Full Talktime Combo Pack
01-01-2022,411001,p5,1.32,Lucknow,Jan,Before 5G,Rs. 99 Full Talktime Combo Pack
01-01-2022,380001,p5,1.37,Ahmedabad,Jan,Before 5G,Rs. 99 Full Talktime Combo Pack
01-01-2022,302001,p5,1.3,Delhi,Jan,Before 5G,Rs. 99 Full Talktime Combo Pack
01-01-2022,226001,p5,0.8,Delhi,Jan,Before 5G,Rs. 99 Full Talktime Combo Pack
01-01-2022,800008,p5,1,Raipur,Jan,Before 5G,Rs. 99 Full Talktime Combo Pack
01-01-2022,641001,p5,0.45,Coimbatore,Jan,Before 5G,Rs. 99 Full Talktime Combo Pack
01-01-2022,160017,p5,0.41,Delhi,Jan,Before 5G,Rs. 99 Full Talktime Combo Pack
01-01-2022,122001,p5,0.31,Delhi,Jan,Before 5G,Rs. 99 Full Talktime Combo Pack
01-01-2022,492001,p5,0.26,Lucknow,Jan,Before 5G,Rs. 99 Full Talktime Combo Pack
01-02-2022,400001,p5,4.03,Lucknow,Feb,Before 5G,Rs. 99 Full Talktime Combo Pack
01-02-2022,110001,p5,2.8,Delhi,Feb,Before 5G,Rs. 99 Full Talktime Combo Pack
01-02-2022,700001,p5,3.06,Raipur,Feb,Before 5G,Rs. 99 Full Talktime Combo Pack
01-02-2022,560001,p5,3.35,Lucknow,Feb,Before 5G,Rs. 99 Full Talktime Combo Pack
01-02-2022,600001,p5,4.47,Lucknow,Feb,Before 5G,Rs. 99 Full Talktime Combo Pack
01-02-2022,500001,p5,2.31,Lucknow,Feb,Before 5G,Rs. 99 Full Talktime Combo Pack
01-02-2022,411001,p5,1.97,Lucknow,Feb,Before 5G,Rs. 99 Full Talktime Combo Pack
01-02-2022,380001,p5,1.26,Ahmedabad,Feb,Before 5G,Rs. 99 Full Talktime Combo Pack
01-02-2022,302001,p5,0.86,Delhi,Feb,Before 5G,Rs. 99 Full Talktime Combo Pack
01-02-2022,226001,p5,1.86,Delhi,Feb,Before 5G,Rs. 99 Full Talktime Combo Pack
01-02-2022,800008,p5,0.76,Raipur,Feb,Before 5G,Rs. 99 Full Talktime Combo Pack
01-02-2022,641001,p5,0.66,Coimbatore,Feb,Before 5G,Rs. 99 Full Talktime Combo Pack
01-02-2022,160017,p5,0.34,Delhi,Feb,Before 5G,Rs. 99 Full Talktime Combo Pack
01-02-2022,122001,p5,0.5,Delhi,Feb,Before 5G,Rs. 99 Full Talktime Combo Pack
01-02-2022,492001,p5,0.3,Lucknow,Feb,Before 5G,Rs. 99 Full Talktime Combo Pack
01-03-2022,400001,p5,3.29,Lucknow,Mar,Before 5G,Rs. 99 Full Talktime Combo Pack
01-03-2022,110001,p5,3.25,Delhi,Mar,Before 5G,Rs. 99 Full Talktime Combo Pack
01-03-2022,700001,p5,4.21,Raipur,Mar,Before 5G,Rs. 99 Full Talktime Combo Pack
01-03-2022,560001,p5,2.8,Lucknow,Mar,Before 5G,Rs. 99 Full Talktime Combo Pack
01-03-2022,600001,p5,1.67,Lucknow,Mar,Before 5G,Rs. 99 Full Talktime Combo Pack
01-03-2022,500001,p5,1.83,Lucknow,Mar,Before 5G,Rs. 99 Full Talktime Combo Pack
01-03-2022,411001,p5,2.2,Lucknow,Mar,Before 5G,Rs. 99 Full Talktime Combo Pack
01-03-2022,380001,p5,1.64,Ahmedabad,Mar,Before 5G,Rs. 99 Full Talktime Combo Pack
01-03-2022,302001,p5,1.05,Delhi,Mar,Before 5G,Rs. 99 Full Talktime Combo Pack
01-03-2022,226001,p5,0.85,Delhi,Mar,Before 5G,Rs. 99 Full Talktime Combo Pack
01-03-2022,800008,p5,0.62,Raipur,Mar,Before 5G,Rs. 99 Full Talktime Combo Pack
01-03-2022,641001,p5,1.25,Coimbatore,Mar,Before 5G,Rs. 99 Full Talktime Combo Pack
01-03-2022,160017,p5,0.57,Delhi,Mar,Before 5G,Rs. 99 Full Talktime Combo Pack
01-03-2022,122001,p5,0.36,Delhi,Mar,Before 5G,Rs. 99 Full Talktime Combo Pack
01-03-2022,492001,p5,0.24,Lucknow,Mar,Before 5G,Rs. 99 Full Talktime Combo Pack
01-04-2022,400001,p5,3.22,Lucknow,Apr,Before 5G,Rs. 99 Full Talktime Combo Pack
01-04-2022,110001,p5,2.6,Delhi,Apr,Before 5G,Rs. 99 Full Talktime Combo Pack
01-04-2022,700001,p5,2.76,Raipur,Apr,Before 5G,Rs. 99 Full Talktime Combo Pack
01-04-2022,560001,p5,3.02,Lucknow,Apr,Before 5G,Rs. 99 Full Talktime Combo Pack
01-04-2022,600001,p5,2.33,Lucknow,Apr,Before 5G,Rs. 99 Full Talktime Combo Pack
01-04-2022,500001,p5,1.35,Lucknow,Apr,Before 5G,Rs. 99 Full Talktime Combo Pack
01-04-2022,411001,p5,3.41,Lucknow,Apr,Before 5G,Rs. 99 Full Talktime Combo Pack
01-04-2022,380001,p5,1.59,Ahmedabad,Apr,Before 5G,Rs. 99 Full Talktime Combo Pack
01-04-2022,302001,p5,0.84,Delhi,Apr,Before 5G,Rs. 99 Full Talktime Combo Pack
01-04-2022,226001,p5,0.85,Delhi,Apr,Before 5G,Rs. 99 Full Talktime Combo Pack
01-04-2022,800008,p5,0.78,Raipur,Apr,Before 5G,Rs. 99 Full Talktime Combo Pack
01-04-2022,641001,p5,0.57,Coimbatore,Apr,Before 5G,Rs. 99 Full Talktime Combo Pack
01-04-2022,160017,p5,0.65,Delhi,Apr,Before 5G,Rs. 99 Full Talktime Combo Pack
01-04-2022,122001,p5,0.34,Delhi,Apr,Before 5G,Rs. 99 Full Talktime Combo Pack
01-04-2022,492001,p5,0.24,Lucknow,Apr,Before 5G,Rs. 99 Full Talktime Combo Pack
01-06-2022,400001,p5,2.85,Lucknow,Jun,After 5G,Rs. 99 Full Talktime Combo Pack
01-06-2022,110001,p5,1.62,Delhi,Jun,After 5G,Rs. 99 Full Talktime Combo Pack
01-06-2022,700001,p5,1.34,Raipur,Jun,After 5G,Rs. 99 Full Talktime Combo Pack
01-06-2022,560001,p5,1.77,Lucknow,Jun,After 5G,Rs. 99 Full Talktime Combo Pack
01-06-2022,600001,p5,1.32,Lucknow,Jun,After 5G,Rs. 99 Full Talktime Combo Pack
01-06-2022,500001,p5,1.21,Lucknow,Jun,After 5G,Rs. 99 Full Talktime Combo Pack
01-06-2022,411001,p5,0.81,Lucknow,Jun,After 5G,Rs. 99 Full Talktime Combo Pack
01-06-2022,380001,p5,0.81,Ahmedabad,Jun,After 5G,Rs. 99 Full Talktime Combo Pack
01-06-2022,302001,p5,0.73,Delhi,Jun,After 5G,Rs. 99 Full Talktime Combo Pack
01-06-2022,226001,p5,0.41,Delhi,Jun,After 5G,Rs. 99 Full Talktime Combo Pack
01-06-2022,800008,p5,0.59,Raipur,Jun,After 5G,Rs. 99 Full Talktime Combo Pack
01-06-2022,641001,p5,0.33,Coimbatore,Jun,After 5G,Rs. 99 Full Talktime Combo Pack
01-06-2022,160017,p5,0.22,Delhi,Jun,After 5G,Rs. 99 Full Talktime Combo Pack
01-06-2022,122001,p5,0.2,Delhi,Jun,After 5G,Rs. 99 Full Talktime Combo Pack
01-06-2022,492001,p5,0.19,Lucknow,Jun,After 5G,Rs. 99 Full Talktime Combo Pack
01-07-2022,400001,p5,2.9,Lucknow,Jul,After 5G,Rs. 99 Full Talktime Combo Pack
01-07-2022,110001,p5,2.08,Delhi,Jul,After 5G,Rs. 99 Full Talktime Combo Pack
01-07-2022,700001,p5,1.5,Raipur,Jul,After 5G,Rs. 99 Full Talktime Combo Pack
01-07-2022,560001,p5,1.46,Lucknow,Jul,After 5G,Rs. 99 Full Talktime Combo Pack
01-07-2022,600001,p5,2.21,Lucknow,Jul,After 5G,Rs. 99 Full Talktime Combo Pack
01-07-2022,500001,p5,1.63,Lucknow,Jul,After 5G,Rs. 99 Full Talktime Combo Pack
01-07-2022,411001,p5,1.22,Lucknow,Jul,After 5G,Rs. 99 Full Talktime Combo Pack
01-07-2022,380001,p5,0.71,Ahmedabad,Jul,After 5G,Rs. 99 Full Talktime Combo Pack
01-07-2022,302001,p5,0.66,Delhi,Jul,After 5G,Rs. 99 Full Talktime Combo Pack
01-07-2022,226001,p5,1.09,Delhi,Jul,After 5G,Rs. 99 Full Talktime Combo Pack
01-07-2022,800008,p5,0.44,Raipur,Jul,After 5G,Rs. 99 Full Talktime Combo Pack
01-07-2022,641001,p5,0.42,Coimbatore,Jul,After 5G,Rs. 99 Full Talktime Combo Pack
01-07-2022,160017,p5,0.27,Delhi,Jul,After 5G,Rs. 99 Full Talktime Combo Pack
01-07-2022,122001,p5,0.4,Delhi,Jul,After 5G,Rs. 99 Full Talktime Combo Pack
01-07-2022,492001,p5,0.21,Lucknow,Jul,After 5G,Rs. 99 Full Talktime Combo Pack
01-08-2022,400001,p5,2.63,Lucknow,Aug,After 5G,Rs. 99 Full Talktime Combo Pack
01-08-2022,110001,p5,2.06,Delhi,Aug,After 5G,Rs. 99 Full Talktime Combo Pack
01-08-2022,700001,p5,2.73,Raipur,Aug,After 5G,Rs. 99 Full Talktime Combo Pack
01-08-2022,560001,p5,1.83,Lucknow,Aug,After 5G,Rs. 99 Full Talktime Combo Pack
01-08-2022,600001,p5,1.33,Lucknow,Aug,After 5G,Rs. 99 Full Talktime Combo Pack
01-08-2022,500001,p5,1.44,Lucknow,Aug,After 5G,Rs. 99 Full Talktime Combo Pack
01-08-2022,411001,p5,1.02,Lucknow,Aug,After 5G,Rs. 99 Full Talktime Combo Pack
01-08-2022,380001,p5,1.44,Ahmedabad,Aug,After 5G,Rs. 99 Full Talktime Combo Pack
01-08-2022,302001,p5,0.73,Delhi,Aug,After 5G,Rs. 99 Full Talktime Combo Pack
01-08-2022,226001,p5,0.73,Delhi,Aug,After 5G,Rs. 99 Full Talktime Combo Pack
01-08-2022,800008,p5,0.51,Raipur,Aug,After 5G,Rs. 99 Full Talktime Combo Pack
01-08-2022,641001,p5,0.75,Coimbatore,Aug,After 5G,Rs. 99 Full Talktime Combo Pack
01-08-2022,160017,p5,0.27,Delhi,Aug,After 5G,Rs. 99 Full Talktime Combo Pack
01-08-2022,122001,p5,0.28,Delhi,Aug,After 5G,Rs. 99 Full Talktime Combo Pack
01-08-2022,492001,p5,0.13,Lucknow,Aug,After 5G,Rs. 99 Full Talktime Combo Pack
01-09-2022,400001,p5,2.61,Lucknow,Sep,After 5G,Rs. 99 Full Talktime Combo Pack
01-09-2022,110001,p5,2.03,Delhi,Sep,After 5G,Rs. 99 Full Talktime Combo Pack
01-09-2022,700001,p5,1.73,Raipur,Sep,After 5G,Rs. 99 Full Talktime Combo Pack
01-09-2022,560001,p5,1.33,Lucknow,Sep,After 5G,Rs. 99 Full Talktime Combo Pack
01-09-2022,600001,p5,1.24,Lucknow,Sep,After 5G,Rs. 99 Full Talktime Combo Pack
01-09-2022,500001,p5,0.94,Lucknow,Sep,After 5G,Rs. 99 Full Talktime Combo Pack
01-09-2022,411001,p5,1.63,Lucknow,Sep,After 5G,Rs. 99 Full Talktime Combo Pack
01-09-2022,380001,p5,0.87,Ahmedabad,Sep,After 5G,Rs. 99 Full Talktime Combo Pack
01-09-2022,302001,p5,0.77,Delhi,Sep,After 5G,Rs. 99 Full Talktime Combo Pack
01-09-2022,226001,p5,0.57,Delhi,Sep,After 5G,Rs. 99 Full Talktime Combo Pack
01-09-2022,800008,p5,0.58,Raipur,Sep,After 5G,Rs. 99 Full Talktime Combo Pack
01-09-2022,641001,p5,0.43,Coimbatore,Sep,After 5G,Rs. 99 Full Talktime Combo Pack
01-09-2022,160017,p5,0.5,Delhi,Sep,After 5G,Rs. 99 Full Talktime Combo Pack
01-09-2022,122001,p5,0.26,Delhi,Sep,After 5G,Rs. 99 Full Talktime Combo Pack
01-09-2022,492001,p5,0.18,Lucknow,Sep,After 5G,Rs. 99 Full Talktime Combo Pack
01-01-2022,400001,p6,2.26,Lucknow,Jan,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-01-2022,110001,p6,2,Delhi,Jan,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-01-2022,700001,p6,1.94,Raipur,Jan,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-01-2022,560001,p6,1.88,Lucknow,Jan,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-01-2022,600001,p6,1.56,Lucknow,Jan,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-01-2022,500001,p6,1.34,Lucknow,Jan,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-01-2022,411001,p6,0.95,Lucknow,Jan,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-01-2022,380001,p6,1.17,Ahmedabad,Jan,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-01-2022,302001,p6,1.03,Delhi,Jan,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-01-2022,226001,p6,0.67,Delhi,Jan,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-01-2022,800008,p6,0.9,Raipur,Jan,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-01-2022,641001,p6,0.34,Coimbatore,Jan,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-01-2022,160017,p6,0.26,Delhi,Jan,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-01-2022,122001,p6,0.2,Delhi,Jan,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-01-2022,492001,p6,0.19,Lucknow,Jan,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-02-2022,400001,p6,2.62,Lucknow,Feb,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-02-2022,110001,p6,2.14,Delhi,Feb,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-02-2022,700001,p6,1.99,Raipur,Feb,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-02-2022,560001,p6,2.65,Lucknow,Feb,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-02-2022,600001,p6,2.55,Lucknow,Feb,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-02-2022,500001,p6,1.5,Lucknow,Feb,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-02-2022,411001,p6,1.28,Lucknow,Feb,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-02-2022,380001,p6,0.9,Ahmedabad,Feb,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-02-2022,302001,p6,0.69,Delhi,Feb,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-02-2022,226001,p6,1.49,Delhi,Feb,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-02-2022,800008,p6,0.53,Raipur,Feb,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-02-2022,641001,p6,0.52,Coimbatore,Feb,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-02-2022,160017,p6,0.27,Delhi,Feb,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-02-2022,122001,p6,0.34,Delhi,Feb,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-02-2022,492001,p6,0.22,Lucknow,Feb,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-03-2022,400001,p6,2.74,Lucknow,Mar,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-03-2022,110001,p6,1.95,Delhi,Mar,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-03-2022,700001,p6,3.55,Raipur,Mar,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-03-2022,560001,p6,2.02,Lucknow,Mar,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-03-2022,600001,p6,1.39,Lucknow,Mar,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-03-2022,500001,p6,1.64,Lucknow,Mar,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-03-2022,411001,p6,1.43,Lucknow,Mar,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-03-2022,380001,p6,1.64,Ahmedabad,Mar,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-03-2022,302001,p6,0.68,Delhi,Mar,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-03-2022,226001,p6,0.8,Delhi,Mar,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-03-2022,800008,p6,0.37,Raipur,Mar,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-03-2022,641001,p6,0.77,Coimbatore,Mar,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-03-2022,160017,p6,0.43,Delhi,Mar,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-03-2022,122001,p6,0.25,Delhi,Mar,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-03-2022,492001,p6,0.19,Lucknow,Mar,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-04-2022,400001,p6,2.72,Lucknow,Apr,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-04-2022,110001,p6,1.64,Delhi,Apr,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-04-2022,700001,p6,2.33,Raipur,Apr,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-04-2022,560001,p6,2.56,Lucknow,Apr,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-04-2022,600001,p6,1.84,Lucknow,Apr,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-04-2022,500001,p6,1.03,Lucknow,Apr,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-04-2022,411001,p6,1.95,Lucknow,Apr,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-04-2022,380001,p6,1.33,Ahmedabad,Apr,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-04-2022,302001,p6,0.7,Delhi,Apr,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-04-2022,226001,p6,0.72,Delhi,Apr,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-04-2022,800008,p6,0.51,Raipur,Apr,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-04-2022,641001,p6,0.41,Coimbatore,Apr,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-04-2022,160017,p6,0.5,Delhi,Apr,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-04-2022,122001,p6,0.22,Delhi,Apr,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-04-2022,492001,p6,0.22,Lucknow,Apr,Before 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-06-2022,400001,p6,1.81,Lucknow,Jun,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-06-2022,110001,p6,1.18,Delhi,Jun,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-06-2022,700001,p6,1.07,Raipur,Jun,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-06-2022,560001,p6,1.29,Lucknow,Jun,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-06-2022,600001,p6,1.06,Lucknow,Jun,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-06-2022,500001,p6,0.99,Lucknow,Jun,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-06-2022,411001,p6,0.63,Lucknow,Jun,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-06-2022,380001,p6,0.73,Ahmedabad,Jun,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-06-2022,302001,p6,0.65,Delhi,Jun,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-06-2022,226001,p6,0.29,Delhi,Jun,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-06-2022,800008,p6,0.52,Raipur,Jun,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-06-2022,641001,p6,0.19,Coimbatore,Jun,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-06-2022,160017,p6,0.2,Delhi,Jun,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-06-2022,122001,p6,0.16,Delhi,Jun,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-06-2022,492001,p6,0.15,Lucknow,Jun,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-07-2022,400001,p6,2.23,Lucknow,Jul,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-07-2022,110001,p6,1.46,Delhi,Jul,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-07-2022,700001,p6,1.23,Raipur,Jul,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-07-2022,560001,p6,1.46,Lucknow,Jul,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-07-2022,600001,p6,1.99,Lucknow,Jul,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-07-2022,500001,p6,1.22,Lucknow,Jul,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-07-2022,411001,p6,0.81,Lucknow,Jul,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-07-2022,380001,p6,0.56,Ahmedabad,Jul,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-07-2022,302001,p6,0.44,Delhi,Jul,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-07-2022,226001,p6,0.73,Delhi,Jul,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-07-2022,800008,p6,0.4,Raipur,Jul,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-07-2022,641001,p6,0.33,Coimbatore,Jul,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-07-2022,160017,p6,0.19,Delhi,Jul,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-07-2022,122001,p6,0.26,Delhi,Jul,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-07-2022,492001,p6,0.17,Lucknow,Jul,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-08-2022,400001,p6,1.42,Lucknow,Aug,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-08-2022,110001,p6,1.31,Delhi,Aug,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-08-2022,700001,p6,2.18,Raipur,Aug,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-08-2022,560001,p6,1.17,Lucknow,Aug,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-08-2022,600001,p6,0.97,Lucknow,Aug,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-08-2022,500001,p6,0.99,Lucknow,Aug,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-08-2022,411001,p6,1.02,Lucknow,Aug,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-08-2022,380001,p6,0.77,Ahmedabad,Aug,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-08-2022,302001,p6,0.66,Delhi,Aug,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-08-2022,226001,p6,0.55,Delhi,Aug,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-08-2022,800008,p6,0.34,Raipur,Aug,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-08-2022,641001,p6,0.61,Coimbatore,Aug,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-08-2022,160017,p6,0.27,Delhi,Aug,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-08-2022,122001,p6,0.16,Delhi,Aug,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
01-08-2022,492001,p6,0.13,Lucknow,Aug,After 5G,Xstream Mobile Data Pack: 15GB Data | 28 days
